title,type,release_year,runtime,imdb_score
True Story,SHOW,2021,39,7.5
14 Peaks: Nothing Is Impossible,MOVIE,2021,101,7.8
Halston,SHOW,2021,47,7.5
Anxious People,SHOW,2021,29,6.8
Bo Burnham: Inside,MOVIE,2021,87,8.700000000000000
Young Royals,SHOW,2021,45,8.3
Oxygen,MOVIE,2021,100,6.5
The Shadow in My Eye,MOVIE,2021,107,7.3
Resident Evil: Infinite Darkness,SHOW,2021,27,5.8
Our Blues,SHOW,2022,68,7.7
The Serpent,SHOW,2021,57,7.6
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,102,7.9
Hit & Run,SHOW,2021,49,7.1
Bigbug,MOVIE,2022,111,5.4
Trust No One: The Hunt for the Crypto King,MOVIE,2022,90,6.3
Murder Among the Mormons,SHOW,2021,53,7.0
Kate,MOVIE,2021,106,6.2
Worth,MOVIE,2021,118,6.8
Katla,SHOW,2021,46,7.0
The Last Bus,SHOW,2022,35,5.0
Cracow Monsters,SHOW,2022,52,5.5
The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,42,7.0
Twenty Five Twenty One,SHOW,2022,76,8.700000000000000
Today We Fix the World,MOVIE,2022,113,6.2
Nightbooks,MOVIE,2021,103,5.7
Firefly Lane,SHOW,2021,52,7.4
Furioza,MOVIE,2021,139,6.2
The Billion Dollar Code,SHOW,2021,67,8.0
Last Man Down,MOVIE,2021,87,5.0
Rumspringa - Ein Amish in Berlin,MOVIE,2022,102,5.3
No One Gets Out Alive,MOVIE,2021,85,5.3
The Woman in the Window,MOVIE,2021,102,5.7
Radhe Shyam,MOVIE,2022,138,6.9
The Principles of Pleasure,SHOW,2022,51,4.7
Honeymoon With My Mother,MOVIE,2022,110,5.8
Attenborough's Life in Colour,SHOW,2021,51,8.200000000000000
Home Team,MOVIE,2022,99,6.0
The Turning Point,MOVIE,2021,98,7.0
Making Fun,SHOW,2022,41,7.0
The Irregulars,SHOW,2021,53,5.9
After We Fell,MOVIE,2021,99,4.6
My Name,SHOW,2021,50,7.8
Hypnotic,MOVIE,2021,88,5.3
Turning Point: 9/11 and the War on Terror,SHOW,2021,62,8.0
Yaksha: Ruthless Operations,MOVIE,2022,125,6.2
The Vault,MOVIE,2021,118,6.4
How to Become a Tyrant,SHOW,2021,27,7.4
The Taming of the Shrewd,MOVIE,2022,112,4.6
Who Killed Sara?,SHOW,2021,41,6.4
The Innocent,SHOW,2021,58,7.8
Masters of the Universe: Revelation,SHOW,2021,26,5.2
The Dig,MOVIE,2021,112,7.1
Maya and the Three,SHOW,2021,131,8.1
Aftermath,MOVIE,2021,114,5.3
Night Stalker: The Hunt for a Serial Killer,SHOW,2021,47,7.5
The Girl from Oslo,SHOW,2021,31,6.3
Samurai Rabbit: The Usagi Chronicles,SHOW,2022,25,6.6
Taylor Tomlinson: Look at You,MOVIE,2022,60,7.3
The Witcher: Nightmare of the Wolf,MOVIE,2021,83,7.2
Prayers for the Stolen,MOVIE,2021,110,7.3
There's Someone Inside Your House,MOVIE,2021,86,4.8
Zone 414,MOVIE,2021,98,4.9
Vincenzo,SHOW,2021,81,8.4
The One,SHOW,2021,42,6.6
Blood Red Sky,MOVIE,2021,121,6.1
The Fable: The Killer Who Doesn't Kill,MOVIE,2021,132,6.8
The Starling,MOVIE,2021,102,6.3
Feria: The Darkest Light,SHOW,2022,50,5.7
Intrusion,MOVIE,2021,92,5.3
My Little Pony: A New Generation,MOVIE,2021,91,6.8
Cosmic Sin,MOVIE,2021,88,2.5
Midnight at the Pera Palace,SHOW,2022,44,7.1
VOIR,SHOW,2021,20,6.8
Beast,MOVIE,2022,162,6.8
Kingdom: Ashin of the North,MOVIE,2021,92,7.2
Jupiter's Legacy,SHOW,2021,45,6.7
The Summit of the Gods,MOVIE,2021,95,7.5
Vivo,MOVIE,2021,95,6.7
The Ice Road,MOVIE,2021,103,5.6
Robin Robin,MOVIE,2021,30,7.2
Fear Street: Part One - 1994,MOVIE,2021,107,6.2
Brazen,MOVIE,2022,94,4.0
Pretend It's a City,SHOW,2021,29,8.1
Through My Window,MOVIE,2022,116,5.4
Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,55,5.9
Long Story Short,MOVIE,2021,90,6.5
Super Crooks,SHOW,2021,30,7.1
Life After Death with Tyler Henry,SHOW,2022,43,5.5
Night Teeth,MOVIE,2021,107,5.6
A Cop Movie,MOVIE,2021,107,7.0
Marmaduke,MOVIE,2022,88,3.0
Catching Killers,SHOW,2021,40,7.1
Love Hard,MOVIE,2021,104,6.3
Animal,SHOW,2021,45,7.9
Hometown Cha-Cha-Cha,SHOW,2021,78,8.5
Stowaway,MOVIE,2021,117,5.6
Things Heard & Seen,MOVIE,2021,121,5.3
Fistful of Vengeance,MOVIE,2022,94,4.5
Procession,MOVIE,2021,118,7.2
Green Mothers' Club,SHOW,2022,69,7.1
Bruised,MOVIE,2021,129,6.1
Space Sweepers,MOVIE,2021,136,6.5
The Last Letter From Your Lover,MOVIE,2021,110,6.6
The Pirates: The Last Royal Treasure,MOVIE,2022,126,6.0
Chosen,SHOW,2022,44,4.3
Dave Chappelle: The Closer,MOVIE,2021,72,8.0
An astrological guide for broken hearts,SHOW,2021,34,7.1
Sophie: A Murder in West Cork,SHOW,2021,55,6.8
Yes Day,MOVIE,2021,86,5.7
Standing Up,SHOW,2022,46,6.2
Who Rules The World,SHOW,2022,44,9.2
Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,61,6.2
Countdown: Inspiration4 Mission to Space,SHOW,2021,50,7.9
GlÃ³ria,SHOW,2021,44,8.0
This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,53,6.5
"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,92,6.9
Jim Gaffigan: Comedy Monster,MOVIE,2021,70,6.8
The Wasteland,MOVIE,2022,91,4.6
Fear Street: Part Two - 1978,MOVIE,2021,109,6.7
The Lovebirds,MOVIE,2021,87,6.0
Final Account,MOVIE,2021,94,7.1
Heist,SHOW,2021,43,6.8
History of Swear Words,SHOW,2021,21,6.4
Trese,SHOW,2021,29,7.0
The Sound of Magic,SHOW,2022,69,8.0
Awake,MOVIE,2021,96,4.8
The God Committee,MOVIE,2021,98,5.8
Malcolm & Marie,MOVIE,2021,106,6.6
The White Tiger,MOVIE,2021,125,7.1
Seaspiracy,MOVIE,2021,80,8.1
He's Expecting,SHOW,2022,26,1.6
Fatherhood,MOVIE,2021,109,6.6
He-Man and the Masters of the Universe,SHOW,2021,26,5.8
Moxie,MOVIE,2021,111,6.7
Rurouni Kenshin: The Beginning,MOVIE,2021,138,7.4
Britney vs. Spears,MOVIE,2021,93,6.4
Ali Wong: Don Wong,MOVIE,2022,59,6.5
Colin in Black & White,SHOW,2021,32,5.4
The Sons of Sam: A Descent Into Darkness,SHOW,2021,60,7.0
Back to the Outback,MOVIE,2021,95,6.5
Crime Scene: The Times Square Killer,SHOW,2021,49,6.5
Badhaai Do,MOVIE,2022,147,7.3
Tyler Perry's A Madea Homecoming,MOVIE,2022,105,5.6
Gone for Good,SHOW,2021,49,6.3
High-Rise Invasion,SHOW,2021,25,6.6
Record of Ragnarok,SHOW,2021,24,6.2
Dancing on Glass,MOVIE,2022,137,5.5
All Hail,MOVIE,2022,118,5.6
Beckett,MOVIE,2021,109,5.6
7 Prisoners,MOVIE,2021,93,7.1
"Money, Explained",SHOW,2021,23,6.9
83,MOVIE,2021,163,7.4
The Way of the Househusband,SHOW,2021,17,7.3
Fate: The Winx Saga,SHOW,2021,50,6.8
Shaman King,SHOW,2021,23,7.0
SAS: Red Notice,MOVIE,2021,124,5.2
Jaguar,SHOW,2021,43,5.7
Dasvi,MOVIE,2022,125,8.0
Yasuke,SHOW,2021,29,6.2
Saturday Morning All Star Hits!,SHOW,2021,23,7.6
Fever Dream,MOVIE,2021,93,5.4
America: The Motion Picture,MOVIE,2021,98,5.6
The Perfect Family,MOVIE,2021,110,6.2
Audible,MOVIE,2021,39,5.3
Love and Leashes,MOVIE,2022,118,6.3
Count Me In,MOVIE,2021,81,6.8
My Best Friend Anne Frank,MOVIE,2021,103,6.2
Post Mortem: No One Dies in Skarnes,SHOW,2021,45,7.1
The Cook of Castamar,SHOW,2021,54,7.4
Thirty-Nine,SHOW,2022,73,7.9
The Block Island Sound,MOVIE,2021,103,5.3
Bulgasal: Immortal Souls,SHOW,2021,71,7.4
Pretty Smart,SHOW,2021,24,5.7
Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,90,7.7
My Unorthodox Life,SHOW,2021,40,5.5
On the Verge,SHOW,2021,32,6.5
Sweet Girl,MOVIE,2021,110,5.5
Restless,MOVIE,2022,95,5.8
Rurouni Kenshin: The Final,MOVIE,2021,138,7.2
"Devotion, a Story of Love and Desire",SHOW,2022,40,6.4
Mishan Impossible,MOVIE,2022,129,6.7
Baki Hanma,SHOW,2021,24,6.6
Riverdance: The Animated Adventure,MOVIE,2021,86,5.5
Juvenile Justice,SHOW,2022,61,8.0
City of Ghosts,SHOW,2021,19,6.1
DOTA: Dragon's Blood,SHOW,2021,26,7.8
Blue Period,SHOW,2021,25,7.7
The Club,SHOW,2021,47,7.9
The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,48,6.4
School of Chocolate,SHOW,2021,38,7.6
Without Saying Goodbye,MOVIE,2022,96,5.7
Schumacher,MOVIE,2021,112,7.4
Wish Dragon,MOVIE,2021,99,7.2
Falling Into Your Smile,SHOW,2021,44,8.4
Green Snake,MOVIE,2021,131,6.8
Blue Miracle,MOVIE,2021,95,6.6
Godzilla Singular Point,SHOW,2021,24,6.5
Snabba Cash,SHOW,2021,43,7.6
Jimmy Carr: His Dark Material,MOVIE,2021,59,7.1
Cocaine Cowboys: The Kings of Miami,SHOW,2021,53,7.1
Wild Abandon,SHOW,2022,51,7.2
Good on Paper,MOVIE,2021,92,5.6
The Royal Treatment,MOVIE,2022,96,5.2
Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,97,3.9
The Upshaws,SHOW,2021,30,6.8
Aileen Wuornos: American Boogeywoman,MOVIE,2021,85,3.6
Aziz Ansari: Nightclub Comedian,MOVIE,2022,29,7.0
Love (ft. Marriage and Divorce),SHOW,2021,69,6.6
Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,100,6.9
"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,114,7.1
Neymar: The Perfect Chaos,SHOW,2022,55,6.6
"Nevertheless,",SHOW,2021,69,7.2
Single All the Way,MOVIE,2021,99,6.1
Nate Bargatze: The Greatest Average American,MOVIE,2021,60,7.3
Eden,SHOW,2021,25,6.6
Minnal Murali,MOVIE,2021,158,8.1
Tribes of Europa,SHOW,2021,47,6.7
Finding 'Ohana,MOVIE,2021,123,6.1
Q-Force,SHOW,2021,23,6.4
To All the Boys: Always and Forever,MOVIE,2021,115,6.3
Bad Sport,SHOW,2021,65,7.3
Age of Samurai: Battle for Japan,SHOW,2021,43,7.4
He's All That,MOVIE,2021,91,4.3
Bling Empire,SHOW,2021,39,5.8
Misha and the Wolves,MOVIE,2021,90,6.7
Surviving Death,SHOW,2021,54,6.1
Never Back Down: Revolt,MOVIE,2021,89,3.9
Dig Deeper: The Disappearance of Birgit Meier,SHOW,2021,59,7.3
The Journalist,SHOW,2022,51,7.0
Mixtape,MOVIE,2021,94,6.6
Untold: Malice at the Palace,MOVIE,2021,69,7.5
Baking Impossible,SHOW,2021,49,7.0
Death to 2021,MOVIE,2021,60,6.3
Beyond Evil,SHOW,2021,66,8.1
Jeff Foxworthy: The Good Old Days,MOVIE,2022,60,6.1
Hilda and the Mountain King,MOVIE,2021,84,7.7
40 Years Young,MOVIE,2022,81,4.2
The Privilege,MOVIE,2022,107,4.6
The River Runner,MOVIE,2021,86,6.9
My Father's Violin,MOVIE,2022,112,6.4
Extinct,MOVIE,2021,85,5.4
Prey,MOVIE,2021,87,4.3
Centaurworld,SHOW,2021,29,7.6
Django & Django,MOVIE,2021,80,6.9
Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,96,7.3
Power Rangers Dino Fury,SHOW,2021,21,7.0
House of Secrets: The Burari Deaths,SHOW,2021,45,7.4
Photocopier,MOVIE,2021,130,6.8
Open Your Eyes,SHOW,2021,47,6.5
Tiger King: The Doc Antle Story,SHOW,2021,42,6.2
Tear Along the Dotted Line,SHOW,2021,19,8.700000000000000
Pray Away,MOVIE,2021,101,6.5
Feels Like Ishq,SHOW,2021,42,6.4
Bordertown: The Mural Murders,MOVIE,2021,107,6.2
Octonauts: Above & Beyond,SHOW,2021,25,7.4
The Crew,SHOW,2021,29,6.5
The Unlikely Murderer,SHOW,2021,46,7.0
A Boy Called Christmas,MOVIE,2021,106,6.7
Tall Girl 2,MOVIE,2022,97,4.7
Afterlife of the Party,MOVIE,2021,109,5.7
Byron Baes,SHOW,2022,45,2.6
The Kingdom,SHOW,2021,47,6.5
Spycraft,SHOW,2021,34,6.7
"Sex, Love & Goop",SHOW,2021,35,4.8
Thomas & Friends: All Engines Go!,SHOW,2021,11,1.7
Sparking Joy with Marie Kondo,SHOW,2021,20,6.2
Elite Short Stories: GuzmÃ¡n Caye Rebe,SHOW,2021,12,7.4
Elite Short Stories: Patrick,SHOW,2021,12,6.1
The Seventh Day,MOVIE,2021,87,4.5
Top Secret UFO Projects: Declassified,SHOW,2021,43,5.5
Thunder Force,MOVIE,2021,107,4.4
Cobalt Blue,MOVIE,2022,112,6.7
Getting Curious with Jonathan Van Ness,SHOW,2022,26,7.0
The Orbital Children,SHOW,2022,32,6.4
Move to Heaven,SHOW,2021,52,8.6
Gabby's Dollhouse,SHOW,2021,23,7.2
Fatma,SHOW,2021,42,7.4
Singleâ€™s Inferno,SHOW,2021,64,7.2
A Castle for Christmas,MOVIE,2021,98,5.5
Outside the Wire,MOVIE,2021,116,5.4
The Loud House Movie,MOVIE,2021,83,6.2
Inspector Koo,SHOW,2021,69,6.9
Last Chance U: Basketball,SHOW,2021,60,8.3
Waffles + Mochi,SHOW,2021,30,7.5
Sisyphus,SHOW,2021,71,7.0
Love is Blind: Japan,SHOW,2022,57,7.1
Back to 15,SHOW,2022,39,6.6
The Invisible Thread,MOVIE,2022,109,6.6
Battle Kitty,SHOW,2022,32,7.4
Misfit: The Series,SHOW,2021,24,7.2
Lead Me Home,MOVIE,2021,40,7.1
Once Upon a Time... Happily Never After,SHOW,2022,30,5.4
Aranyak,SHOW,2021,41,7.9
Ganglands,SHOW,2021,46,7.0
Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,30,7.3
Trollhunters: Rise of the Titans,MOVIE,2021,104,6.7
Elite Short Stories: Nadia GuzmÃ¡n,SHOW,2021,11,6.3
Operation Hyacinth,MOVIE,2021,112,6.7
Grudge,MOVIE,2021,104,5.5
Four to Dinner,MOVIE,2022,104,6.3
Swap Shop,SHOW,2021,30,6.7
Headspace Guide to Meditation,SHOW,2021,22,8.4
Twenty Somethings: Austin,SHOW,2021,30,6.0
Kuthiraivaal,MOVIE,2021,125,6.4
More the Merrier,MOVIE,2021,112,5.4
I Am All Girls,MOVIE,2021,107,5.9
The Parisian Agency: Exclusive Properties,SHOW,2021,54,7.4
The Kissing Booth 3,MOVIE,2021,112,4.7
Penguin Town,SHOW,2021,30,7.9
Kitz,SHOW,2021,44,5.7
Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021,97,7.0
This Is Pop,SHOW,2021,44,6.9
PelÃ©,MOVIE,2021,108,7.0
Etharkkum Thunindhavan,MOVIE,2022,151,7.2
Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,84,6.3
Don't Kill Me,MOVIE,2021,90,4.3
Elite Short Stories: Phillipe Caye Felipe,SHOW,2021,13,6.2
Found,MOVIE,2021,97,7.5
Luna Park,SHOW,2021,50,6.4
Three Songs for Benazir,MOVIE,2021,22,7.7
Forecasting Love and Weather,SHOW,2022,66,7.2
Brian Regan: On the Rocks,MOVIE,2021,58,6.9
Ride or Die,MOVIE,2021,142,5.5
Monster,MOVIE,2021,98,6.5
Amend: The Fight for America,SHOW,2021,59,7.8
Go Dog Go,SHOW,2021,24,7.2
Mobile Suit Gundam Hathaway,MOVIE,2021,96,6.6
This Is the Night,MOVIE,2021,100,5.5
Dhamaka,MOVIE,2021,104,7.5
Selling Tampa,SHOW,2021,40,4.4
The Whole Truth,MOVIE,2021,125,5.1
Elves,SHOW,2021,24,5.5
A Week Away,MOVIE,2021,94,5.7
Crazy About Her,MOVIE,2021,102,6.6
Below Zero,MOVIE,2021,106,6.2
Light the Night,SHOW,2021,57,7.4
800 Meters,SHOW,2022,52,6.9
Action Pack,SHOW,2022,28,6.5
Finding Ola,SHOW,2022,53,7.6
Pui Pui Molcar,SHOW,2021,2,8.1
Generation 56K,SHOW,2021,30,7.4
Ferry,MOVIE,2021,106,7.0
Elite Short Stories: Samuel Omar,SHOW,2021,12,6.1
Yara,MOVIE,2021,95,6.2
Call My Agent Bollywood,SHOW,2021,45,7.4
Elite Short Stories: Omar Ander Alexis,SHOW,2021,12,7.3
"Young, Famous & African",SHOW,2022,43,4.6
The 8th Night,MOVIE,2021,115,5.3
Skater Girl,MOVIE,2021,107,6.6
Penguin Bloom,MOVIE,2021,95,6.8
Elite Short Stories: Carla Samuel,SHOW,2021,14,6.9
Sentinelle,MOVIE,2021,80,4.7
Kid Cosmic,SHOW,2021,23,7.9
Framed! A Sicilian Murder Mystery,SHOW,2022,31,6.8
AlRawabi School for Girls,SHOW,2021,48,7.4
"Michela Giraud: The Truth, I Swear!",MOVIE,2022,60,5.5
Until Life Do Us Part,SHOW,2021,41,7.4
Seal Team,MOVIE,2021,101,5.5
50M2,SHOW,2021,49,6.9
Savage Rhythm,SHOW,2022,38,6.3
Coming Out Colton,SHOW,2021,36,6.7
Deep,MOVIE,2021,101,4.8
I Am Georgina,SHOW,2022,41,3.9
Marilyn's Eyes,MOVIE,2021,110,6.6
The Devil Below,MOVIE,2021,89,4.2
Angry Birds: Summer Madness,SHOW,2022,14,6.3
Still Out of My League,MOVIE,2021,113,5.4
The Lost Pirate Kingdom,SHOW,2021,43,6.6
Stuck Together,MOVIE,2021,126,6.3
Sky Rojo,SHOW,2021,27,6.5
Johnny Hallyday: Beyond Rock,SHOW,2022,35,7.0
Surviving Paradise: A Family Tale,MOVIE,2022,78,7.5
Brother in Love 2,MOVIE,2021,115,7.2
The Last Mercenary,MOVIE,2021,110,5.3
You Are My Spring,SHOW,2021,69,7.5
Breaking Boundaries: The Science of Our Planet,MOVIE,2021,73,7.8
Vicky and Her Mystery,MOVIE,2021,84,6.4
Looop Lapeta,MOVIE,2022,131,5.1
Why Did You Kill Me?,MOVIE,2021,83,5.6
Russell Howard: Lubricant,SHOW,2021,63,7.0
Chicago Party Aunt,SHOW,2021,23,5.3
The Door Into Summer,MOVIE,2021,118,6.3
Money Heist: From Tokyo to Berlin,SHOW,2021,53,7.7
Queer Eye Germany,SHOW,2022,50,7.5
Broken Idol: The Undoing of Diomedes DÃ­az,MOVIE,2022,102,6.1
Love Never Lies,SHOW,2021,50,5.6
Anne+,MOVIE,2021,94,6.1
Sooryavanshi,MOVIE,2021,145,6.5
Naomi Osaka,SHOW,2021,37,6.2
Sexify,SHOW,2021,44,6.5
Motel Makeover,SHOW,2021,30,4.8
JAPAN SINKS: People of Hope,SHOW,2021,54,6.7
Game Changer,MOVIE,2021,102,4.4
The Hand of God: Through the Eyes of Sorrentino,MOVIE,2021,8,7.0
The Falls,MOVIE,2021,129,7.0
The Last Forest,MOVIE,2021,74,7.3
Invisible City,SHOW,2021,36,7.7
The Time It Takes,SHOW,2021,13,7.1
Escape the Undertaker,MOVIE,2021,31,4.3
Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,2021,95,6.9
American Girl,MOVIE,2021,101,7.2
Biking Borders - eine etwas andere Reise,MOVIE,2021,89,7.7
Sounds Like Love,MOVIE,2021,110,5.4
Love Like the Falling Petals,MOVIE,2022,128,6.2
Too Hot to Handle: Brazil,SHOW,2021,56,5.4
That Girl Lay Lay,SHOW,2021,23,3.4
How I Fell in Love with a Gangster,MOVIE,2022,179,6.0
Alessandro Cattelan: One Simple Question,SHOW,2022,30,6.5
Anonymously Yours,MOVIE,2021,101,5.7
Sexy Beasts,SHOW,2021,23,4.6
Major Grom: Plague Doctor,MOVIE,2021,136,6.3
Worn Stories,SHOW,2021,30,6.6
WWII in Color: Road to Victory,SHOW,2021,51,8.200000000000000
Everything Will Be Fine,SHOW,2021,32,6.2
Forever Out of My League,MOVIE,2022,104,5.2
Fishbowl Wives,SHOW,2022,43,6.1
Soil,SHOW,2021,48,7.2
The Minimalists: Less Is Now,MOVIE,2021,53,5.9
Why Are You Like This?,SHOW,2021,24,6.5
Eternally Confused and Eager for Love,SHOW,2022,23,6.7
Blown Away: Christmas,SHOW,2021,29,6.7
The Motive,SHOW,2021,35,5.3
"Love, Life & Everything in Between",SHOW,2022,27,5.3
Where Is Marta?,SHOW,2021,63,6.8
Chappelle's Home Team - Earthquake: Legendary,MOVIE,2022,36,6.7
Doctor,MOVIE,2021,150,7.6
Amy Tan: Unintended Memoir,MOVIE,2021,101,7.7
Daughter from Another Mother,SHOW,2021,38,7.2
Dynasty Warriors,MOVIE,2021,117,4.7
John of God: The Crimes of a Spiritual Healer,SHOW,2021,50,6.5
Hey! Sinamika,MOVIE,2022,149,6.1
Insiders,SHOW,2021,48,4.2
David and the Elves,MOVIE,2021,106,5.2
Meskina,MOVIE,2021,98,5.6
Too Hot to Handle: Latino,SHOW,2021,36,5.2
Forgive Us Our Trespasses,MOVIE,2022,13,6.5
Battle: Freestyle,MOVIE,2022,88,4.3
Pedal to Metal,SHOW,2022,38,7.5
Midnight Asia: Eat Â· Dance Â· Dream,SHOW,2022,37,6.6
Security,MOVIE,2021,118,5.0
Dad Stop Embarrassing Me!,SHOW,2021,25,4.1
Mine,SHOW,2021,69,7.8
Mad for Each Other,SHOW,2021,35,7.9
Sharkdog,SHOW,2021,0,6.2
Cat People,SHOW,2021,32,6.3
Law School,SHOW,2021,60,8.1
Bright: Samurai Soul,MOVIE,2021,80,5.5
Love Is Blind: Brazil,SHOW,2021,56,6.1
Homunculus,MOVIE,2021,119,5.5
Tattoo Redo,SHOW,2021,30,5.8
Bake Squad,SHOW,2021,38,6.9
Country Comfort,SHOW,2021,24,6.9
Secrets of Summer,SHOW,2022,30,5.9
Adventure Beast,SHOW,2021,19,5.2
UFO,MOVIE,2022,109,4.8
7 Yards: The Chris Norton Story,MOVIE,2021,93,7.8
Untold: Breaking Point,MOVIE,2021,79,7.6
Autumn Girl,MOVIE,2021,105,5.4
Transformers: BotBots,SHOW,2022,25,6.8
In Good Hands,MOVIE,2022,104,5.6
A California Christmas: City Lights,MOVIE,2021,105,5.5
Zero,SHOW,2021,24,5.6
Headspace Guide to Sleep,SHOW,2021,19,6.8
Dealer,SHOW,2021,32,6.1
Spoiled Brats,MOVIE,2021,95,6.1
The Girl on the Train,MOVIE,2021,128,4.4
A Tale Dark & Grimm,SHOW,2021,31,7.3
Ray,SHOW,2021,59,7.2
Shyam Singha Roy,MOVIE,2021,157,7.9
Phil Wang: Philly Philly Wang Wang,MOVIE,2021,63,6.0
The Phantom,MOVIE,2021,81,6.4
Lady Boss: The Jackie Collins Story,MOVIE,2021,96,6.8
Murder by the Coast,MOVIE,2021,88,6.5
Theo Von: Regular People,MOVIE,2021,61,5.1
Je suis Karl,MOVIE,2021,126,5.4
Your Life is a Joke,SHOW,2021,37,5.5
Madame Claude,MOVIE,2021,112,5.4
Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,2021,65,5.7
The Getaway King,MOVIE,2021,100,6.8
Navillera,SHOW,2021,64,8.8
Coyotes,SHOW,2021,45,5.1
Father Christmas Is Back,MOVIE,2021,105,4.5
Hype House,SHOW,2022,32,2.3
Last Summer,MOVIE,2021,101,6.3
"Hello, Me!",SHOW,2021,61,7.3
A Family,MOVIE,2021,136,7.0
Ms. Pat: Y'all Wanna Hear Something Crazy?,MOVIE,2022,54,6.1
Jonas Brothers Family Roast,MOVIE,2021,68,5.1
Red Dot,MOVIE,2021,86,5.5
We Couldn't Become Adults,MOVIE,2021,124,6.5
Heroes: Silence and Rock & Roll,MOVIE,2021,95,7.5
Forever Rich,MOVIE,2021,89,5.5
Baggio: The Divine Ponytail,MOVIE,2021,91,6.1
Ridley Jones,SHOW,2021,28,4.7
Myth and Mogul: John DeLorean,SHOW,2021,44,6.8
Chandigarh Kare Aashiqui,MOVIE,2021,117,6.9
Child of Kamiari Month,MOVIE,2021,99,5.9
Cooking With Paris,SHOW,2021,23,5.2
Cousins,MOVIE,2021,98,6.9
Dogs in Space,SHOW,2021,22,7.2
New Gods: Nezha Reborn,MOVIE,2021,116,6.8
Human: The World Within,SHOW,2021,52,6.8
Taarak Mehta Kka Chhota Chashmah,SHOW,2021,22,6.8
"Vendetta: Truth, Lies and The Mafia",SHOW,2021,39,6.7
Confessions of an Invisible Girl,MOVIE,2021,91,5.2
"Barbie: Big City, Big Dreams",MOVIE,2021,62,5.8
"Ada Twist, Scientist",SHOW,2021,28,6.4
Black Island,MOVIE,2021,104,5.1
Crime Stories: India Detectives,SHOW,2021,52,7.2
The World's Most Amazing Vacation Rentals,SHOW,2021,35,6.7
The Hungry and the Hairy,SHOW,2021,63,7.5
Michael Che: Shame the Devil,MOVIE,2021,58,6.4
Lulli,MOVIE,2021,90,4.7
The Seven Deadly Sins: Cursed by Light,MOVIE,2021,79,6.4
Somos.,SHOW,2021,47,7.1
The Princess Switch 3: Romancing the Star,MOVIE,2021,106,5.5
Kongsi Raya,MOVIE,2022,102,7.0
Racket Boys,SHOW,2021,70,1.8
Biggie: I Got a Story to Tell,MOVIE,2021,97,6.8
Donkeyhead,MOVIE,2022,106,6.7
Camp Confidential: America's Secret Nazis,MOVIE,2021,34,6.3
Decoupled,SHOW,2021,30,8.0
Rebelde,SHOW,2022,39,6.2
Karma's World,SHOW,2021,11,6.2
In Our Mothers' Gardens,MOVIE,2021,84,8.6
Arlo the Alligator Boy,MOVIE,2021,90,6.5
137 Shots,MOVIE,2021,104,6.2
One,MOVIE,2021,151,6.5
Mo Amer: Mohammed in Texas,MOVIE,2021,64,6.5
Caught by a Wave,MOVIE,2021,99,5.7
The Women and the Murderer,MOVIE,2021,92,6.4
"Fresh, Fried & Crispy",SHOW,2021,25,6.2
Adam by Eve: A Live in Animation,MOVIE,2022,58,6.5
Remember You,SHOW,2021,67,7.4
11M,MOVIE,2022,92,7.0
Montford: The Chickasaw Rancher,MOVIE,2021,96,6.7
Sex: Unzipped,MOVIE,2021,59,2.5
Swallow,MOVIE,2021,128,3.4
Paper Lives,MOVIE,2021,96,6.7
Haseen Dillruba,MOVIE,2021,135,7.0
AI Love You,MOVIE,2022,95,4.4
Amina,MOVIE,2021,120,3.9
The Fastest,SHOW,2021,35,5.7
In for a Murder,MOVIE,2021,105,5.3
Fate: The Winx Saga - The Afterparty,MOVIE,2021,31,6.2
Amandla,MOVIE,2022,106,5.5
Sweet & Sour,MOVIE,2021,101,6.7
The Soul,MOVIE,2021,130,6.6
Love is Color Blind,MOVIE,2021,115,8.3
Scaredy Cats,SHOW,2021,26,6.2
We the People,SHOW,2021,5,3.4
My Love: Six Stories of True Love,SHOW,2021,70,7.5
The War Next-door,SHOW,2021,32,5.6
Love Me Instead,MOVIE,2021,124,7.0
Marriage or Mortgage,SHOW,2021,40,5.1
Kapil Sharma: I'm Not Done Yet,MOVIE,2022,54,6.9
The Last Paradiso,MOVIE,2021,107,5.7
The Future Diary,SHOW,2021,33,7.9
1000 Miles from Christmas,MOVIE,2021,102,5.7
Race: Bubba Wallace,SHOW,2022,47,5.9
